"country","year","sex","age","rate","generation","rating"
"Romania",2011,"female","5-14 years",0.29,"Generation Z",0.635578544061303
"Romania",2012,"male","75+ years",27.67,"Silent",18.4047711390636
"Romania",2013,"male","25-34 years",16.48,"Millenials",5.34215896064196
"Romania",2013,"male","5-14 years",0.73,"Generation Z",0.635578544061303
"Romania",2013,"female","5-14 years",0.58,"Generation Z",0.635578544061303
"Romania",2014,"male","75+ years",30.05,"Silent",18.4047711390636
"Romania",2015,"female","55-74 years",5.23,"Boomers",14.7895159491412
"Russian Federation",1989,"female","55-74 years",19.6,"G.I. Generation",23.8284993949173
"Russian Federation",1990,"male","75+ years",98.81,"G.I. Generation",23.8284993949173
"Russian Federation",1991,"female","55-74 years",18.54,"Silent",18.4047711390636
"Russian Federation",1992,"male","5-14 years",2.71,"Millenials",5.34215896064196
"Russian Federation",1993,"male","75+ years",104.75,"G.I. Generation",23.8284993949173
"Russian Federation",1993,"male","55-74 years",94.73,"Silent",18.4047711390636
"Russian Federation",1994,"male","15-24 years",49.22,"Generation X",10.5607452667814
"Russian Federation",1995,"male","55-74 years",99.33,"Silent",18.4047711390636
"Russian Federation",1995,"male","75+ years",93.89,"G.I. Generation",23.8284993949173
"Russian Federation",1995,"female","5-14 years",0.68,"Millenials",5.34215896064196
"Russian Federation",1996,"male","55-74 years",94.65,"Silent",18.4047711390636
"Russian Federation",1997,"female","55-74 years",18.22,"Silent",18.4047711390636
"Russian Federation",1998,"male","35-54 years",88.14,"Boomers",14.7895159491412
"Russian Federation",1998,"female","35-54 years",12.51,"Boomers",14.7895159491412
"Russian Federation",2001,"female","25-34 years",11.17,"Generation X",10.5607452667814
"Russian Federation",2002,"male","5-14 years",3.84,"Millenials",5.34215896064196
"Russian Federation",2003,"female","35-54 years",11.8,"Boomers",14.7895159491412
"Russian Federation",2003,"female","25-34 years",10.24,"Generation X",10.5607452667814
"Russian Federation",2004,"male","35-54 years",83.79,"Boomers",14.7895159491412
"Russian Federation",2005,"male","25-34 years",73.7,"Generation X",10.5607452667814
"Russian Federation",2006,"male","75+ years",86.49,"Silent",18.4047711390636
"Russian Federation",2006,"male","35-54 years",68.94,"Boomers",14.7895159491412
"Russian Federation",2007,"male","75+ years",82.35,"Silent",18.4047711390636
"Russian Federation",2009,"male","35-54 years",58.89,"Boomers",14.7895159491412
"Russian Federation",2010,"male","75+ years",74.43,"Silent",18.4047711390636
"Russian Federation",2010,"male","15-24 years",37.3,"Millenials",5.34215896064196
"Russian Federation",2010,"female","75+ years",18.23,"Silent",18.4047711390636
"Russian Federation",2010,"female","25-34 years",7.78,"Generation X",10.5607452667814
"Russian Federation",2010,"female","15-24 years",7.45,"Millenials",5.34215896064196
"Russian Federation",2011,"male","75+ years",70.94,"Silent",18.4047711390636
"Russian Federation",2011,"male","15-24 years",35.44,"Millenials",5.34215896064196
"Russian Federation",2012,"female","75+ years",18.06,"Silent",18.4047711390636
"Russian Federation",2012,"female","35-54 years",7.29,"Generation X",10.5607452667814
"Russian Federation",2013,"male","35-54 years",45.24,"Generation X",10.5607452667814
"Russian Federation",2013,"female","15-24 years",5.97,"Millenials",5.34215896064196
"Russian Federation",2015,"male","35-54 years",40.3,"Generation X",10.5607452667814
"Russian Federation",2015,"male","55-74 years",35.36,"Boomers",14.7895159491412
"Saint Kitts and Nevis",1990,"female","5-14 years",0,"Generation X",10.5607452667814
"Saint Kitts and Nevis",1990,"male","5-14 years",0,"Generation X",10.5607452667814
"Saint Lucia",1986,"male","35-54 years",36.14,"Silent",18.4047711390636
"Saint Lucia",1986,"female","55-74 years",0,"G.I. Generation",23.8284993949173
"Saint Lucia",1987,"male","5-14 years",0,"Generation X",10.5607452667814
"Saint Lucia",1989,"male","5-14 years",0,"Generation X",10.5607452667814
"Saint Lucia",1990,"female","75+ years",0,"G.I. Generation",23.8284993949173
"Saint Lucia",1991,"female","25-34 years",0,"Boomers",14.7895159491412
"Saint Lucia",1991,"female","5-14 years",0,"Millenials",5.34215896064196
"Saint Lucia",1992,"female","25-34 years",0,"Boomers",14.7895159491412
"Saint Lucia",1992,"female","55-74 years",0,"Silent",18.4047711390636
"Saint Lucia",1993,"male","55-74 years",14.38,"Silent",18.4047711390636
"Saint Lucia",1993,"male","75+ years",0,"G.I. Generation",23.8284993949173
"Saint Lucia",1994,"male","25-34 years",0,"Boomers",14.7895159491412
"Saint Lucia",1995,"male","35-54 years",23.67,"Boomers",14.7895159491412
"Saint Lucia",1995,"female","35-54 years",7.7,"Boomers",14.7895159491412
"Saint Lucia",1996,"female","15-24 years",0,"Generation X",10.5607452667814
"Saint Lucia",1998,"male","55-74 years",0,"Silent",18.4047711390636
"Saint Lucia",2000,"male","25-34 years",25.46,"Generation X",10.5607452667814
"Saint Lucia",2000,"male","35-54 years",12.7,"Boomers",14.7895159491412
"Saint Lucia",2000,"female","35-54 years",6.17,"Boomers",14.7895159491412
"Saint Lucia",2000,"male","5-14 years",5.77,"Millenials",5.34215896064196
"Saint Lucia",2002,"male","15-24 years",13,"Millenials",5.34215896064196
"Saint Lucia",2003,"male","5-14 years",0,"Millenials",5.34215896064196
"Saint Lucia",2004,"male","55-74 years",27.7,"Silent",18.4047711390636
"Saint Lucia",2004,"male","5-14 years",0,"Millenials",5.34215896064196
"Saint Lucia",2005,"male","35-54 years",10.79,"Boomers",14.7895159491412
"Saint Lucia",2006,"male","55-74 years",12.68,"Silent",18.4047711390636
"Saint Lucia",2006,"female","5-14 years",0,"Millenials",5.34215896064196
"Saint Lucia",2006,"female","55-74 years",0,"Silent",18.4047711390636
"Saint Lucia",2008,"female","75+ years",0,"Silent",18.4047711390636
"Saint Lucia",2008,"male","25-34 years",0,"Generation X",10.5607452667814
"Saint Lucia",2009,"male","55-74 years",20.82,"Silent",18.4047711390636
"Saint Lucia",2009,"male","25-34 years",15,"Generation X",10.5607452667814
"Saint Lucia",2009,"female","35-54 years",0,"Boomers",14.7895159491412
"Saint Lucia",2011,"female","5-14 years",0,"Generation Z",0.635578544061303
"Saint Lucia",2011,"female","75+ years",0,"Silent",18.4047711390636
"Saint Lucia",2012,"male","55-74 years",9.27,"Boomers",14.7895159491412
"Saint Lucia",2013,"male","5-14 years",7.62,"Generation Z",0.635578544061303
"Saint Lucia",2013,"female","5-14 years",0,"Generation Z",0.635578544061303
"Saint Lucia",2013,"female","75+ years",0,"Silent",18.4047711390636
"Saint Lucia",2014,"female","15-24 years",6.18,"Millenials",5.34215896064196
"Saint Vincent and Grenadines",1985,"male","35-54 years",32.79,"Silent",18.4047711390636
"Saint Vincent and Grenadines",1986,"female","15-24 years",0,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",1986,"female","5-14 years",0,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",1986,"male","55-74 years",0,"G.I. Generation",23.8284993949173
"Saint Vincent and Grenadines",1987,"male","55-74 years",0,"G.I. Generation",23.8284993949173
"Saint Vincent and Grenadines",1990,"male","5-14 years",0,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",1995,"male","15-24 years",8.73,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",1996,"female","15-24 years",0,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",1996,"male","75+ years",0,"G.I. Generation",23.8284993949173
"Saint Vincent and Grenadines",1997,"female","75+ years",0,"G.I. Generation",23.8284993949173
"Saint Vincent and Grenadines",1998,"male","25-34 years",33.89,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",1998,"female","5-14 years",0,"Millenials",5.34215896064196
"Saint Vincent and Grenadines",1999,"female","15-24 years",0,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",1999,"female","55-74 years",0,"Silent",18.4047711390636
"Saint Vincent and Grenadines",1999,"male","25-34 years",0,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",2000,"female","15-24 years",0,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",2000,"female","55-74 years",0,"Silent",18.4047711390636
"Saint Vincent and Grenadines",2000,"male","25-34 years",0,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",2001,"female","15-24 years",0,"Millenials",5.34215896064196
"Saint Vincent and Grenadines",2002,"male","25-34 years",11.48,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",2003,"female","25-34 years",0,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",2004,"female","25-34 years",0,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",2005,"female","25-34 years",0,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",2006,"male","25-34 years",11.24,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",2006,"female","15-24 years",0,"Millenials",5.34215896064196
"Saint Vincent and Grenadines",2006,"male","5-14 years",0,"Millenials",5.34215896064196
"Saint Vincent and Grenadines",2007,"female","15-24 years",0,"Millenials",5.34215896064196
"Saint Vincent and Grenadines",2008,"male","15-24 years",0,"Millenials",5.34215896064196
"Saint Vincent and Grenadines",2010,"male","35-54 years",0,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",2011,"male","15-24 years",9.83,"Millenials",5.34215896064196
"Saint Vincent and Grenadines",2011,"female","75+ years",0,"Silent",18.4047711390636
"Saint Vincent and Grenadines",2012,"female","35-54 years",14.75,"Generation X",10.5607452667814
"Saint Vincent and Grenadines",2013,"female","75+ years",0,"Silent",18.4047711390636
"Saint Vincent and Grenadines",2014,"male","75+ years",69.44,"Silent",18.4047711390636
"Saint Vincent and Grenadines",2014,"female","25-34 years",0,"Millenials",5.34215896064196
"Saint Vincent and Grenadines",2015,"male","35-54 years",6.84,"Generation X",10.5607452667814
"San Marino",1999,"female","15-24 years",0,"Generation X",10.5607452667814
"San Marino",2000,"male","35-54 years",0,"Boomers",14.7895159491412
"Serbia",1999,"female","55-74 years",21.07,"Silent",18.4047711390636
"Serbia",1999,"female","5-14 years",0.69,"Millenials",5.34215896064196
"Serbia",2001,"male","35-54 years",29.98,"Boomers",14.7895159491412
"Serbia",2001,"male","15-24 years",13.68,"Millenials",5.34215896064196
"Serbia",2001,"female","35-54 years",11.27,"Boomers",14.7895159491412
"Serbia",2002,"male","25-34 years",19.02,"Generation X",10.5607452667814
"Serbia",2002,"male","15-24 years",13.37,"Millenials",5.34215896064196
"Serbia",2004,"female","35-54 years",10.7,"Boomers",14.7895159491412
"Serbia",2004,"female","15-24 years",1.65,"Millenials",5.34215896064196
"Serbia",2004,"female","5-14 years",0,"Millenials",5.34215896064196
"Serbia",2006,"male","35-54 years",29.98,"Boomers",14.7895159491412
"Serbia",2006,"female","15-24 years",2.97,"Millenials",5.34215896064196
"Serbia",2008,"female","15-24 years",3.08,"Millenials",5.34215896064196
"Serbia",2009,"male","35-54 years",32.99,"Boomers",14.7895159491412
"Serbia",2009,"female","5-14 years",0,"Generation Z",0.635578544061303
"Serbia",2010,"female","35-54 years",6.35,"Generation X",10.5607452667814
"Serbia",2011,"male","55-74 years",37.29,"Boomers",14.7895159491412
"Serbia",2011,"male","5-14 years",0.27,"Generation Z",0.635578544061303
"Serbia",2012,"male","75+ years",90.12,"Silent",18.4047711390636
"Serbia",2013,"female","15-24 years",0.5,"Millenials",5.34215896064196
"Seychelles",1985,"male","35-54 years",68.18,"Silent",18.4047711390636
"Seychelles",1985,"male","75+ years",0,"G.I. Generation",23.8284993949173
"Seychelles",2002,"female","55-74 years",0,"Silent",18.4047711390636
"Seychelles",2003,"male","35-54 years",27.15,"Boomers",14.7895159491412
"Seychelles",2004,"female","75+ years",0,"Silent",18.4047711390636
"Seychelles",2005,"male","55-74 years",28.56,"Silent",18.4047711390636
"Seychelles",2006,"male","75+ years",204.92,"Silent",18.4047711390636
"Seychelles",2006,"female","35-54 years",0,"Boomers",14.7895159491412
"Seychelles",2008,"female","75+ years",0,"Silent",18.4047711390636
"Seychelles",2008,"male","5-14 years",0,"Generation Z",0.635578544061303
"Seychelles",2011,"male","75+ years",0,"Silent",18.4047711390636
"Seychelles",2012,"female","25-34 years",0,"Millenials",5.34215896064196
"Seychelles",2013,"female","15-24 years",0,"Millenials",5.34215896064196
"Seychelles",2013,"female","75+ years",0,"Silent",18.4047711390636
"Seychelles",2014,"male","25-34 years",0,"Millenials",5.34215896064196
"Seychelles",2015,"male","25-34 years",13.22,"Millenials",5.34215896064196
"Singapore",1985,"male","75+ years",144.65,"G.I. Generation",23.8284993949173
"Singapore",1985,"female","35-54 years",9.47,"Silent",18.4047711390636
"Singapore",1986,"male","75+ years",81.4,"G.I. Generation",23.8284993949173
"Singapore",1986,"female","25-34 years",12.82,"Boomers",14.7895159491412
"Singapore",1986,"female","35-54 years",11.42,"Silent",18.4047711390636
"Singapore",1986,"female","5-14 years",0,"Generation X",10.5607452667814
"Singapore",1987,"male","55-74 years",32.58,"G.I. Generation",23.8284993949173
"Singapore",1987,"female","35-54 years",10.61,"Silent",18.4047711390636
"Singapore",1990,"male","35-54 years",17.54,"Silent",18.4047711390636
"Singapore",1991,"male","25-34 years",14.61,"Boomers",14.7895159491412
"Singapore",1991,"male","15-24 years",10.81,"Generation X",10.5607452667814
"Singapore",1992,"female","35-54 years",8.18,"Boomers",14.7895159491412
"Singapore",1996,"female","5-14 years",1.38,"Millenials",5.34215896064196
"Singapore",1997,"female","35-54 years",7,"Boomers",14.7895159491412
"Singapore",1998,"male","75+ years",66.23,"G.I. Generation",23.8284993949173
"Singapore",1998,"female","75+ years",44.44,"G.I. Generation",23.8284993949173
"Singapore",1999,"male","15-24 years",7,"Generation X",10.5607452667814
"Singapore",2000,"male","25-34 years",12.54,"Generation X",10.5607452667814
"Singapore",2000,"female","15-24 years",7.68,"Generation X",10.5607452667814
"Singapore",2001,"male","55-74 years",20.53,"Silent",18.4047711390636
"Singapore",2002,"male","75+ years",51.08,"Silent",18.4047711390636
"Singapore",2004,"male","15-24 years",5.69,"Millenials",5.34215896064196
"Singapore",2008,"male","35-54 years",15.11,"Boomers",14.7895159491412
"Singapore",2009,"female","35-54 years",6.38,"Boomers",14.7895159491412
"Singapore",2010,"female","15-24 years",5.14,"Millenials",5.34215896064196
"Singapore",2011,"female","15-24 years",5.49,"Millenials",5.34215896064196
"Singapore",2011,"male","5-14 years",0,"Generation Z",0.635578544061303
"Singapore",2013,"male","75+ years",40.55,"Silent",18.4047711390636
"Slovakia",1992,"male","25-34 years",25.42,"Boomers",14.7895159491412
"Slovakia",1992,"male","15-24 years",13.19,"Generation X",10.5607452667814
"Slovakia",1992,"female","75+ years",10.7,"G.I. Generation",23.8284993949173
"Slovakia",1993,"male","55-74 years",35.01,"Silent",18.4047711390636
"Slovakia",1994,"male","25-34 years",21.94,"Boomers",14.7895159491412
"Slovakia",1995,"male","55-74 years",39.2,"Silent",18.4047711390636
"Slovakia",1996,"female","35-54 years",6.77,"Boomers",14.7895159491412
"Slovakia",1996,"female","55-74 years",6.18,"Silent",18.4047711390636
"Slovakia",1997,"female","75+ years",9.37,"G.I. Generation",23.8284993949173
"Slovakia",1999,"male","5-14 years",1.24,"Millenials",5.34215896064196
"Slovakia",2000,"male","55-74 years",36.41,"Silent",18.4047711390636
"Slovakia",2000,"female","55-74 years",8.05,"Silent",18.4047711390636
"Slovakia",2001,"male","75+ years",42.98,"Silent",18.4047711390636
"Slovakia",2001,"female","35-54 years",7.05,"Boomers",14.7895159491412
"Slovakia",2002,"female","15-24 years",2.03,"Millenials",5.34215896064196
"Slovakia",2003,"female","15-24 years",0.91,"Millenials",5.34215896064196
"Slovakia",2004,"male","25-34 years",18.29,"Generation X",10.5607452667814
"Slovakia",2006,"female","55-74 years",0,"Silent",18.4047711390636
"Slovakia",2006,"male","15-24 years",0,"Millenials",5.34215896064196
"Slovakia",2007,"female","5-14 years",0,"Generation Z",0.635578544061303
"Slovakia",2007,"male","55-74 years",0,"Silent",18.4047711390636
"Slovakia",2008,"female","5-14 years",0.36,"Generation Z",0.635578544061303
"Slovakia",2009,"male","15-24 years",9.8,"Millenials",5.34215896064196
"Slovakia",2009,"female","55-74 years",3.86,"Silent",18.4047711390636
"Slovakia",2012,"male","55-74 years",28.37,"Boomers",14.7895159491412
"Slovakia",2013,"female","15-24 years",2.95,"Millenials",5.34215896064196
"Slovenia",1995,"female","55-74 years",21.79,"Silent",18.4047711390636
"Slovenia",1996,"female","35-54 years",19.37,"Boomers",14.7895159491412
"Slovenia",1997,"male","25-34 years",47.29,"Generation X",10.5607452667814
"Slovenia",1998,"male","15-24 years",39.31,"Generation X",10.5607452667814
"Slovenia",1998,"female","15-24 years",9.09,"Generation X",10.5607452667814
"Slovenia",1998,"male","5-14 years",3.3,"Millenials",5.34215896064196
"Slovenia",1999,"male","75+ years",107.64,"G.I. Generation",23.8284993949173
"Slovenia",2001,"female","75+ years",30.43,"Silent",18.4047711390636
"Slovenia",2001,"female","55-74 years",20.29,"Silent",18.4047711390636
"Slovenia",2003,"male","75+ years",115.14,"Silent",18.4047711390636
"Slovenia",2004,"male","55-74 years",64.36,"Silent",18.4047711390636
"Slovenia",2004,"male","5-14 years",1.95,"Millenials",5.34215896064196
"Slovenia",2005,"male","35-54 years",48.3,"Boomers",14.7895159491412
"Slovenia",2005,"male","25-34 years",38.22,"Generation X",10.5607452667814
"Slovenia",2005,"female","5-14 years",1.05,"Millenials",5.34215896064196
"Slovenia",2006,"male","15-24 years",15.73,"Millenials",5.34215896064196
"Slovenia",2006,"female","5-14 years",0,"Millenials",5.34215896064196
"Slovenia",2008,"female","5-14 years",0,"Generation Z",0.635578544061303
"Slovenia",2010,"female","55-74 years",14.94,"Silent",18.4047711390636
"Slovenia",2010,"male","5-14 years",2.1,"Generation Z",0.635578544061303
"Slovenia",2011,"female","55-74 years",12.57,"Boomers",14.7895159491412
"Slovenia",2011,"female","5-14 years",0,"Generation Z",0.635578544061303
"South Africa",1996,"male","55-74 years",0.67,"Silent",18.4047711390636
"South Africa",1996,"male","15-24 years",0.62,"Generation X",10.5607452667814
"South Africa",1996,"female","55-74 years",0.45,"Silent",18.4047711390636
"South Africa",1998,"male","25-34 years",1.18,"Generation X",10.5607452667814
"South Africa",1998,"male","15-24 years",0.77,"Generation X",10.5607452667814
"South Africa",1998,"female","75+ years",0.58,"G.I. Generation",23.8284993949173
"South Africa",1999,"male","55-74 years",1.06,"Silent",18.4047711390636
"South Africa",1999,"female","55-74 years",0.26,"Silent",18.4047711390636
"South Africa",2000,"male","25-34 years",1.53,"Generation X",10.5607452667814
"South Africa",2000,"male","55-74 years",1.46,"Silent",18.4047711390636
"South Africa",2000,"female","25-34 years",0.43,"Generation X",10.5607452667814
"South Africa",2000,"female","35-54 years",0.37,"Boomers",14.7895159491412
"South Africa",2001,"male","75+ years",3.05,"Silent",18.4047711390636
"South Africa",2002,"male","5-14 years",0.1,"Millenials",5.34215896064196
"South Africa",2004,"male","35-54 years",1.81,"Boomers",14.7895159491412
"South Africa",2004,"female","25-34 years",0.5,"Generation X",10.5607452667814
"South Africa",2005,"male","15-24 years",1.65,"Millenials",5.34215896064196
"South Africa",2005,"female","15-24 years",0.74,"Millenials",5.34215896064196
"South Africa",2005,"female","5-14 years",0.08,"Millenials",5.34215896064196
"South Africa",2007,"male","25-34 years",2.01,"Generation X",10.5607452667814
"South Africa",2007,"female","35-54 years",0.5,"Boomers",14.7895159491412
"South Africa",2009,"female","55-74 years",0.31,"Silent",18.4047711390636
"South Africa",2010,"female","55-74 years",0.3,"Silent",18.4047711390636
"South Africa",2010,"male","5-14 years",0.15,"Generation Z",0.635578544061303
"South Africa",2011,"male","55-74 years",1.31,"Boomers",14.7895159491412
"South Africa",2011,"female","5-14 years",0.04,"Generation Z",0.635578544061303
"South Africa",2012,"male","5-14 years",0.13,"Generation Z",0.635578544061303
"South Africa",2014,"female","5-14 years",0.06,"Generation Z",0.635578544061303
"Spain",1985,"female","35-54 years",3.83,"Silent",18.4047711390636
"Spain",1986,"male","75+ years",42.87,"G.I. Generation",23.8284993949173
"Spain",1986,"female","75+ years",10.48,"G.I. Generation",23.8284993949173
"Spain",1987,"female","35-54 years",3.96,"Silent",18.4047711390636
"Spain",1987,"female","25-34 years",3.21,"Boomers",14.7895159491412
"Spain",1988,"male","15-24 years",8.42,"Generation X",10.5607452667814
"Spain",1989,"male","25-34 years",10.6,"Boomers",14.7895159491412
"Spain",1989,"female","55-74 years",8.29,"G.I. Generation",23.8284993949173
"Spain",1991,"male","25-34 years",10.45,"Boomers",14.7895159491412
"Spain",1992,"male","35-54 years",10.6,"Boomers",14.7895159491412
"Spain",1993,"female","15-24 years",1.65,"Generation X",10.5607452667814
"Spain",1996,"female","55-74 years",7.26,"Silent",18.4047711390636
"Spain",1997,"male","35-54 years",13.27,"Boomers",14.7895159491412
"Spain",1998,"female","75+ years",9.2,"G.I. Generation",23.8284993949173
"Spain",1999,"female","55-74 years",7.44,"Silent",18.4047711390636
"Spain",1999,"female","5-14 years",0,"Millenials",5.34215896064196
"Spain",2000,"male","55-74 years",19.13,"Silent",18.4047711390636
"Spain",2001,"male","25-34 years",11.77,"Generation X",10.5607452667814
"Spain",2002,"male","75+ years",42.52,"Silent",18.4047711390636
"Spain",2002,"male","55-74 years",18.08,"Silent",18.4047711390636
"Spain",2002,"male","5-14 years",0.34,"Millenials",5.34215896064196
"Spain",2004,"male","35-54 years",14.46,"Boomers",14.7895159491412
"Spain",2005,"male","35-54 years",13.11,"Boomers",14.7895159491412
"Spain",2005,"female","75+ years",7.79,"Silent",18.4047711390636
"Spain",2005,"female","25-34 years",3.24,"Generation X",10.5607452667814
"Spain",2006,"male","35-54 years",12.62,"Boomers",14.7895159491412
"Spain",2009,"male","75+ years",34.14,"Silent",18.4047711390636
"Spain",2009,"male","25-34 years",8.86,"Generation X",10.5607452667814
"Spain",2009,"male","5-14 years",0.31,"Generation Z",0.635578544061303
"Spain",2010,"male","15-24 years",4.03,"Millenials",5.34215896064196
"Spain",2011,"male","35-54 years",12.97,"Generation X",10.5607452667814
"Spain",2011,"male","25-34 years",7.92,"Millenials",5.34215896064196
"Spain",2011,"female","55-74 years",4.88,"Boomers",14.7895159491412
"Spain",2011,"male","15-24 years",3.89,"Millenials",5.34215896064196
"Spain",2011,"female","25-34 years",2.04,"Millenials",5.34215896064196
"Spain",2012,"female","75+ years",5.53,"Silent",18.4047711390636
"Spain",2013,"female","75+ years",6.63,"Silent",18.4047711390636
"Spain",2013,"female","55-74 years",5.88,"Boomers",14.7895159491412
"Spain",2013,"female","15-24 years",2.02,"Millenials",5.34215896064196
"Spain",2013,"male","5-14 years",0.25,"Generation Z",0.635578544061303
"Spain",2014,"male","25-34 years",8.81,"Millenials",5.34215896064196
"Spain",2015,"female","55-74 years",5.48,"Boomers",14.7895159491412
"Spain",2015,"female","35-54 years",4.87,"Generation X",10.5607452667814
"Spain",2015,"female","5-14 years",0.04,"Generation Z",0.635578544061303
"Sri Lanka",1986,"male","35-54 years",56.91,"Silent",18.4047711390636
"Sri Lanka",1996,"female","75+ years",15.29,"G.I. Generation",23.8284993949173
"Sri Lanka",1997,"female","25-34 years",22.51,"Generation X",10.5607452667814
"Sri Lanka",1998,"female","55-74 years",11.72,"Silent",18.4047711390636
"Sri Lanka",1998,"male","5-14 years",2.25,"Millenials",5.34215896064196
"Sri Lanka",1999,"male","25-34 years",67.29,"Generation X",10.5607452667814
"Sri Lanka",1999,"male","5-14 years",2,"Millenials",5.34215896064196
"Sri Lanka",2000,"male","55-74 years",72.97,"Silent",18.4047711390636
"Sri Lanka",2000,"female","25-34 years",19.26,"Generation X",10.5607452667814
"Sri Lanka",2000,"male","5-14 years",1.22,"Millenials",5.34215896064196
"Sri Lanka",2001,"male","35-54 years",62.14,"Boomers",14.7895159491412
"Sri Lanka",2001,"male","25-34 years",51.36,"Generation X",10.5607452667814
"Sri Lanka",2003,"male","75+ years",87.74,"Silent",18.4047711390636
"Suriname",1985,"male","55-74 years",51.28,"G.I. Generation",23.8284993949173
"Suriname",1986,"male","55-74 years",13.03,"G.I. Generation",23.8284993949173
"Suriname",1988,"male","15-24 years",20.64,"Generation X",10.5607452667814
"Suriname",1990,"male","55-74 years",6.25,"G.I. Generation",23.8284993949173
"Suriname",1990,"female","5-14 years",0,"Generation X",10.5607452667814
"Suriname",1995,"male","35-54 years",23.49,"Boomers",14.7895159491412
"Suriname",1995,"male","55-74 years",20.07,"Silent",18.4047711390636
"Suriname",1996,"female","35-54 years",2.26,"Boomers",14.7895159491412
"Suriname",1996,"female","25-34 years",0,"Generation X",10.5607452667814
"Suriname",1996,"male","5-14 years",0,"Millenials",5.34215896064196
"Suriname",1997,"male","75+ years",31.14,"G.I. Generation",23.8284993949173
"Suriname",1997,"female","15-24 years",5.06,"Generation X",10.5607452667814
"Suriname",1997,"female","75+ years",0,"G.I. Generation",23.8284993949173
"Suriname",1998,"female","55-74 years",0,"Silent",18.4047711390636
"Suriname",1999,"female","75+ years",0,"G.I. Generation",23.8284993949173
"Suriname",2000,"male","35-54 years",28.58,"Boomers",14.7895159491412
"Suriname",2000,"female","35-54 years",3.85,"Boomers",14.7895159491412
"Suriname",2000,"male","5-14 years",1.96,"Millenials",5.34215896064196
"Suriname",2000,"female","75+ years",0,"G.I. Generation",23.8284993949173
"Suriname",2001,"male","25-34 years",51.85,"Generation X",10.5607452667814
"Suriname",2001,"male","15-24 years",14.23,"Millenials",5.34215896064196
"Suriname",2001,"female","35-54 years",9.33,"Boomers",14.7895159491412
"Suriname",2002,"male","15-24 years",23.36,"Millenials",5.34215896064196
"Suriname",2002,"female","75+ years",19.74,"Silent",18.4047711390636
"Suriname",2005,"female","55-74 years",7.61,"Silent",18.4047711390636
"Suriname",2006,"female","55-74 years",18.59,"Silent",18.4047711390636
"Suriname",2006,"female","35-54 years",8.26,"Boomers",14.7895159491412
"Suriname",2007,"female","15-24 years",22.5,"Millenials",5.34215896064196
"Suriname",2007,"female","35-54 years",11.24,"Boomers",14.7895159491412
"Suriname",2007,"male","5-14 years",5.69,"Generation Z",0.635578544061303
"Suriname",2008,"male","15-24 years",44.71,"Millenials",5.34215896064196
"Suriname",2009,"female","75+ years",15.31,"Silent",18.4047711390636
"Suriname",2012,"male","55-74 years",44.37,"Boomers",14.7895159491412
"Suriname",2012,"female","5-14 years",6.22,"Generation Z",0.635578544061303
"Suriname",2014,"male","5-14 years",3.9,"Generation Z",0.635578544061303
"Sweden",1990,"female","5-14 years",0.21,"Generation X",10.5607452667814
"Sweden",1991,"female","5-14 years",0.62,"Millenials",5.34215896064196
"Sweden",1992,"male","55-74 years",29.32,"Silent",18.4047711390636
"Sweden",1992,"male","25-34 years",23,"Boomers",14.7895159491412
"Sweden",1992,"male","15-24 years",10.04,"Generation X",10.5607452667814
"Sweden",1992,"female","15-24 years",6.7,"Generation X",10.5607452667814
"Sweden",1994,"male","55-74 years",29.23,"Silent",18.4047711390636
"Sweden",1994,"female","25-34 years",8.43,"Boomers",14.7895159491412
"Sweden",1995,"male","75+ years",42.86,"G.I. Generation",23.8284993949173
"Sweden",1995,"female","35-54 years",13.7,"Boomers",14.7895159491412
"Sweden",1996,"female","35-54 years",12.21,"Boomers",14.7895159491412
"Sweden",1997,"male","15-24 years",11.62,"Generation X",10.5607452667814
"Sweden",1997,"female","35-54 years",11.5,"Boomers",14.7895159491412
"Sweden",1998,"male","25-34 years",18.57,"Generation X",10.5607452667814
"Sweden",1999,"female","75+ years",10.78,"G.I. Generation",23.8284993949173
"Sweden",2000,"female","5-14 years",0.18,"Millenials",5.34215896064196
"Sweden",2001,"female","15-24 years",3.58,"Millenials",5.34215896064196
"Sweden",2001,"female","5-14 years",0.53,"Millenials",5.34215896064196
"Sweden",2002,"female","15-24 years",4.52,"Millenials",5.34215896064196
"Sweden",2003,"female","35-54 years",8.24,"Boomers",14.7895159491412
"Sweden",2003,"female","5-14 years",0.36,"Millenials",5.34215896064196
